旅行・観光消費動向調査　2022年（確報）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第15表　宿泊の有無(2区分)，旅行目的(3区分)，旅行形態(2区分)，品目(小分類)別旅行単価・購入率・購入者単価【国内旅行】,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
時間軸コード,2022000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価,旅行単価,購入率,購入者単価
旅行中,交通費,鉄道･モノレール（短距離移動）,868,21.9,"3,956",854,21.6,"3,953","1,028",25.8,"3,982",872,21.0,"4,154",852,20.6,"4,136","1,045",24.4,"4,287",775,22.1,"3,511",764,21.6,"3,539","1,279",44.8,"2,855","1,028",26.3,"3,908","1,047",26.3,"3,975",753,25.7,"2,932",517,18.8,"2,748",521,18.9,"2,751",431,16.1,"2,680",476,18.6,"2,562",478,18.7,"2,552",443,16.1,"2,748",441,14.7,"3,010",443,14.7,"3,010",0,0.0,0,912,26.0,"3,501",926,26.2,"3,534",318,19.8,"1,606"
旅行中,交通費,近郊バス,110,7.6,"1,457",103,7.2,"1,441",189,12.0,"1,569",118,8.1,"1,449",108,7.7,"1,414",201,12.2,"1,644",78,6.4,"1,216",78,6.3,"1,241",103,14.8,696,135,7.0,"1,919",134,6.9,"1,944",147,8.9,"1,643",42,4.6,917,39,4.6,854,105,5.4,"1,948",47,4.6,"1,023",43,4.5,946,112,5.7,"1,958",23,2.9,771,23,3.0,771,0,0.0,0,34,6.9,495,35,7.1,495,3,0.7,360
旅行中,交通費,タクシー・ハイヤー,394,8.7,"4,536",393,8.4,"4,681",407,12.2,"3,347",273,7.2,"3,818",262,6.9,"3,776",376,9.2,"4,094",311,7.6,"4,084",306,7.3,"4,203",563,24.2,"2,323","1,132",18.0,"6,273","1,173",17.4,"6,753",555,27.8,"1,999",85,3.0,"2,835",85,3.0,"2,827",91,3.0,"2,992",44,2.0,"2,263",42,1.9,"2,245",72,2.9,"2,441",118,4.0,"2,924",113,4.0,"2,825","1,228",11.2,"11,000",335,9.2,"3,659",339,9.3,"3,644",153,2.6,"6,000"
旅行中,交通費,船舶,361,2.4,"15,234",378,2.3,"16,355",160,3.1,"5,218",345,3.0,"11,588",364,2.9,"12,489",180,3.5,"5,107",445,1.8,"25,042",451,1.8,"25,427",154,2.0,"7,872",279,0.6,"46,718",298,0.6,"48,301",17,0.3,"5,000",23,0.5,"4,405",24,0.5,"4,462",2,0.2,"1,150",25,0.5,"4,555",27,0.6,"4,628",2,0.2,"1,150",23,0.6,"3,782",23,0.6,"3,782",0,0.0,0,5,0.1,"3,818",5,0.1,"3,818",0,0.0,0
旅行中,交通費,レンタカー・カーシェアリング,"1,127",6.8,"16,556","1,169",6.9,"16,922",635,5.7,"11,238","1,129",7.3,"15,395","1,178",7.5,"15,677",704,5.8,"12,195",750,3.8,"19,592",763,3.8,"19,839",135,3.1,"4,374","1,838",10.0,"18,441","1,939",10.2,"18,951",404,6.2,"6,500",216,2.6,"8,383",223,2.6,"8,425",78,1.2,"6,553",185,2.6,"7,199",192,2.7,"7,199",78,1.1,"7,165",147,1.5,"9,998",148,1.5,"9,998",0,0.0,0,533,4.1,"12,878",543,4.1,"13,077",108,3.6,"3,000"
旅行中,交通費,ガソリン,"2,985",47.6,"6,269","3,177",50.1,"6,337",704,17.6,"3,991","3,072",52.0,"5,903","3,339",55.9,"5,972",745,18.3,"4,072","2,898",43.6,"6,647","2,945",44.2,"6,663",610,14.5,"4,211","2,733",34.0,"8,042","2,894",35.4,"8,184",447,14.5,"3,093","2,044",51.1,"4,003","2,139",53.3,"4,012",208,7.5,"2,783","2,025",53.4,"3,789","2,142",56.4,"3,798",215,7.8,"2,754","2,313",53.5,"4,327","2,324",53.7,"4,327",0,0.0,0,"1,816",30.7,"5,908","1,855",31.4,"5,913",143,3.6,"4,000"
旅行中,交通費,その他交通費,"2,777",36.1,"7,686","2,941",37.8,"7,771",830,15.7,"5,275","2,754",38.0,"7,241","2,988",40.7,"7,337",714,14.6,"4,890","2,912",35.0,"8,321","2,964",35.5,"8,354",333,10.9,"3,037","2,632",29.2,"9,028","2,677",29.3,"9,136","1,995",27.1,"7,373","1,772",37.9,"4,674","1,855",39.2,"4,726",165,12.1,"1,359","1,736",39.2,"4,424","1,839",41.0,"4,486",141,12.1,"1,170","2,121",40.1,"5,290","2,119",40.0,"5,299","2,509",62.3,"4,030","1,559",25.5,"6,113","1,595",26.1,"6,113",0,0.0,0
旅行中,宿泊費　　,宿泊費　　,"13,722",57.0,"24,090","14,551",60.4,"24,103","3,859",16.4,"23,525","17,212",69.0,"24,942","18,723",75.2,"24,902","4,057",15.2,"26,653","4,217",21.3,"19,800","4,253",21.4,"19,857","2,432",15.3,"15,854","15,107",67.2,"22,479","15,944",70.1,"22,744","3,185",25.9,"12,281",***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
旅行中,飲食費,飲食費,"7,923",70.8,"11,190","7,962",71.2,"11,187","7,457",66.4,"11,229","8,269",75.7,"10,928","8,458",76.7,"11,029","6,624",66.8,"9,915","5,960",55.7,"10,708","5,886",55.5,"10,598","9,609",61.7,"15,583","10,009",76.3,"13,118","9,834",77.0,"12,769","12,503",66.2,"18,901","2,486",59.5,"4,180","2,561",60.7,"4,220","1,026",35.7,"2,877","2,651",62.6,"4,236","2,757",64.4,"4,279","1,016",34.1,"2,983","2,006",45.2,"4,436","2,009",45.1,"4,459","1,159",79.3,"1,462","1,960",56.6,"3,461","1,978",56.7,"3,491","1,196",55.4,"2,160"
旅行中,買物代,買物代全体,"7,440",75.4,"9,870","7,274",74.8,"9,724","9,416",82.2,"11,454","8,011",80.2,"9,987","7,852",80.0,"9,815","9,399",82.1,"11,444","6,953",68.2,"10,190","6,891",68.1,"10,114","10,011",73.0,"13,712","5,621",65.7,"8,550","5,370",64.2,"8,368","9,196",88.1,"10,440","3,951",64.2,"6,155","3,925",63.3,"6,203","4,459",82.1,"5,433","4,353",68.5,"6,352","4,350",67.6,"6,432","4,393",82.3,"5,339","3,508",54.8,"6,405","3,516",54.8,"6,411","1,667",37.7,"4,417","1,667",45.9,"3,630","1,555",44.9,"3,464","6,462",89.7,"7,201"
旅行中,買物代,菓子類,"1,474",44.1,"3,341","1,432",44.0,"3,258","1,975",46.2,"4,277","1,571",47.9,"3,278","1,518",47.9,"3,171","2,027",48.2,"4,209","1,409",41.2,"3,418","1,411",41.2,"3,429","1,306",44.6,"2,930","1,134",31.5,"3,605","1,075",31.4,"3,423","1,971",32.1,"6,145",691,31.1,"2,220",666,30.6,"2,176","1,163",40.8,"2,853",732,33.6,"2,180",700,33.0,"2,122","1,214",42.0,"2,889",616,26.1,"2,365",617,26.0,"2,373",388,37.7,"1,028",499,20.5,"2,433",501,20.6,"2,436",394,17.5,"2,258"
旅行中,買物代,農産物,376,9.6,"3,923",379,9.7,"3,908",338,8.2,"4,122",400,11.2,"3,589",404,11.5,"3,523",369,8.4,"4,369",434,8.3,"5,238",434,8.1,"5,359",437,17.6,"2,489",144,4.4,"3,256",150,4.7,"3,231",49,1.0,"5,000",321,9.9,"3,237",316,9.6,"3,281",406,15.0,"2,697",341,10.9,"3,126",336,10.6,"3,166",421,15.6,"2,704",425,10.8,"3,940",427,10.8,"3,940",0,0.0,0,32,1.5,"2,138",28,1.3,"2,091",213,8.7,"2,447"
旅行中,買物代,水産物,391,7.2,"5,469",388,7.2,"5,388",427,6.5,"6,525",424,8.4,"5,065",420,8.5,"4,929",465,7.2,"6,461",300,5.9,"5,069",303,6.0,"5,049",174,2.3,"7,577",407,3.6,"11,211",415,3.6,"11,548",291,4.1,"7,032",206,5.2,"3,955",198,4.9,"4,021",345,10.3,"3,340",227,5.8,"3,925",219,5.5,"3,995",352,10.5,"3,355",209,5.3,"3,987",210,5.3,"3,987",0,0.0,0,49,1.0,"5,045",42,0.7,"5,683",310,10.2,"3,042"
旅行中,買物代,その他食料品・飲料・酒・たばこ,"1,019",26.1,"3,903","1,039",26.1,"3,977",784,26.0,"3,018",944,27.1,"3,482",964,27.3,"3,532",773,25.6,"3,017","1,055",22.2,"4,747","1,048",22.2,"4,717","1,414",22.9,"6,170","1,313",28.7,"4,567","1,370",28.6,"4,785",501,30.4,"1,647",563,20.9,"2,696",566,20.8,"2,716",493,21.4,"2,308",590,21.4,"2,750",598,21.5,"2,785",459,20.9,"2,196",552,18.1,"3,051",553,18.1,"3,056",134,11.2,"1,200",381,20.5,"1,860",361,20.2,"1,787","1,255",33.4,"3,762"
旅行中,買物代,衣類・帽子・ハンカチなど繊維製品,636,6.4,"9,945",623,6.2,"9,989",783,8.2,"9,549",719,7.0,"10,257",718,7.0,"10,224",724,6.9,"10,550",616,6.5,"9,458",620,6.4,"9,649",438,11.0,"3,972",273,3.2,"8,547",192,2.3,"8,532","1,431",16.7,"8,575",425,4.6,"9,211",443,4.8,"9,300",70,1.6,"4,221",518,5.5,"9,477",548,5.7,"9,553",46,1.2,"3,825",144,2.7,"5,344",145,2.7,"5,344",0,0.0,0,143,1.1,"12,595",133,0.9,"14,689",547,10.8,"5,064"
旅行中,買物代,靴・かばんなど皮革製品,332,1.4,"24,462",351,1.4,"25,309",115,1.0,"11,033",366,1.5,"24,884",393,1.5,"26,180",137,1.2,"11,150",322,1.3,"25,053",329,1.3,"25,053",0,0.0,0,189,1.0,"19,807",202,1.0,"19,993",9,0.2,"5,000",261,0.9,"28,110",272,0.9,"29,337",38,0.9,"4,138",290,1.0,"28,807",306,1.0,"30,370",41,1.0,"4,138",258,1.0,"25,572",259,1.0,"25,572",0,0.0,0,54,0.2,"21,848",55,0.3,"21,848",0,0.0,0
旅行中,買物代,化粧品・医薬品・写真フィルムなど,117,2.8,"4,207",118,2.8,"4,295",103,3.1,"3,283",106,2.5,"4,295",104,2.3,"4,471",121,3.6,"3,315",150,3.9,"3,863",153,3.9,"3,877",17,1.1,"1,500",108,2.2,"4,894",114,2.3,"4,905",17,0.4,"4,000",71,0.9,"7,754",74,0.9,"7,869",5,0.3,"1,599",82,1.0,"8,259",87,1.0,"8,411",6,0.4,"1,599",38,0.9,"4,102",38,0.9,"4,102",0,0.0,0,37,0.3,"10,631",38,0.4,"10,631",0,0.0,0
旅行中,買物代,陶磁器・ガラス製品,121,1.9,"6,524",116,1.7,"6,958",180,4.1,"4,416",140,2.5,"5,676",131,2.3,"5,743",210,3.9,"5,334",116,0.8,"13,911",118,0.8,"13,911",0,0.0,0,44,0.9,"4,688",43,0.5,"9,115",61,7.6,800,37,0.7,"5,274",39,0.7,"5,438",10,0.6,"1,606",46,0.8,"5,454",49,0.9,"5,647",11,0.7,"1,606",19,0.5,"3,694",19,0.5,"3,694",0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
旅行中,買物代,その他土産代・買物代,"2,973",39.8,"7,475","2,827",38.7,"7,309","4,710",52.8,"8,925","3,341",44.4,"7,528","3,200",43.5,"7,358","4,573",52.2,"8,757","2,551",34.1,"7,474","2,477",34.0,"7,284","6,224",40.7,"15,304","2,009",28.4,"7,085","1,809",25.9,"6,994","4,868",64.0,"7,606","1,377",29.4,"4,684","1,349",28.6,"4,714","1,928",44.8,"4,304","1,528",32.9,"4,642","1,507",32.2,"4,684","1,844",44.2,"4,174","1,247",23.0,"5,431","1,248",22.9,"5,437","1,145",26.6,"4,308",473,13.0,"3,633",397,11.9,"3,336","3,743",61.4,"6,100"
旅行中,娯楽等サービス費・その他,娯楽等サービス費・その他全体,"3,537",42.9,"8,241","3,521",42.8,"8,229","3,725",44.5,"8,378","4,664",54.2,"8,599","4,749",55.1,"8,616","3,917",46.5,"8,432","1,505",27.4,"5,496","1,503",27.2,"5,530","1,606",37.4,"4,288","2,001",18.2,"10,999","1,895",17.1,"11,072","3,509",33.5,"10,468","2,268",40.8,"5,552","2,344",41.8,"5,609",788,22.6,"3,482","2,886",51.7,"5,586","3,026",53.6,"5,643",729,21.5,"3,389",404,8.0,"5,068",405,7.9,"5,109",119,17.0,700,370,8.0,"4,611",329,7.1,"4,612","2,096",45.5,"4,606"
旅行中,娯楽等サービス費・その他,温泉・温浴施設・エステ・リラクゼーション,438,9.2,"4,766",448,9.5,"4,701",320,5.2,"6,174",566,10.7,"5,297",590,11.4,"5,200",349,4.8,"7,302",248,7.4,"3,348",246,7.2,"3,397",374,16.4,"2,279",189,5.5,"3,450",197,5.7,"3,436",72,1.7,"4,120",212,7.2,"2,937",214,7.3,"2,917",170,4.8,"3,529",260,8.9,"2,926",265,9.1,"2,904",181,5.1,"3,529",80,2.6,"3,127",80,2.6,"3,127",0,0.0,0,48,1.6,"2,959",49,1.7,"2,959",0,0.0,0
旅行中,娯楽等サービス費・その他,テーマパーク・遊園地,"1,188",12.9,"9,240","1,176",12.8,"9,184","1,335",13.5,"9,873","1,730",18.0,"9,636","1,764",18.4,"9,613","1,431",14.5,"9,893",380,5.9,"6,402",380,5.9,"6,445",391,8.0,"4,857",123,1.5,"7,958",51,1.0,"5,140","1,155",9.5,"12,104",748,11.4,"6,532",773,11.7,"6,585",246,5.6,"4,388",980,14.9,"6,591","1,031",15.5,"6,640",193,4.7,"4,091",41,1.2,"3,388",41,1.2,"3,388",0,0.0,0,44,0.8,"5,281",14,0.3,"4,848","1,332",24.2,"5,500"
旅行中,娯楽等サービス費・その他,美術館・博物館・資料館・動植物園・水族館など,384,14.2,"2,698",385,14.1,"2,738",372,16.2,"2,290",533,19.2,"2,776",551,19.5,"2,827",375,16.6,"2,260",150,7.0,"2,149",151,6.9,"2,183",75,8.9,839,116,4.3,"2,722",88,3.3,"2,652",528,18.2,"2,902",202,10.8,"1,875",207,11.0,"1,888",108,7.2,"1,498",254,13.6,"1,867",266,14.1,"1,887",77,6.5,"1,190",30,1.7,"1,737",30,1.7,"1,783",119,17.0,700,62,2.7,"2,298",47,2.3,"2,037",714,19.8,"3,607"
旅行中,娯楽等サービス費・その他,スキー場リフト,79,1.1,"6,974",86,1.2,"7,057",5,0.2,"1,947",117,1.6,"7,246",129,1.8,"7,344",6,0.3,"1,947",26,0.5,"5,419",27,0.5,"5,419",0,0.0,0,1,0.1,992,1,0.1,992,0,0.0,0,49,1.3,"3,806",50,1.3,"3,943",33,1.8,"1,876",65,1.7,"3,808",67,1.7,"3,946",35,1.9,"1,876",2,0.1,"3,500",2,0.1,"3,500",0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
旅行中,娯楽等サービス費・その他,スポーツ施設利用料,285,1.7,"16,952",286,1.7,"17,168",268,1.8,"14,617",260,1.7,"15,110",253,1.7,"14,986",319,2.0,"16,026",42,0.5,"7,728",43,0.6,"7,728",0,0.0,0,868,3.7,"23,761",927,3.8,"24,442",38,1.7,"2,200",367,3.4,"10,902",385,3.5,"10,902",0,0.0,0,485,4.4,"11,056",517,4.7,"11,056",0,0.0,0,3,0.4,814,3,0.4,814,0,0.0,0,11,0.0,"22,000",11,0.1,"22,000",0,0.0,0
旅行中,娯楽等サービス費・その他,スポーツ観戦,88,1.1,"7,618",90,1.1,"8,043",64,1.6,"4,053",113,1.2,"9,259",119,1.1,"10,348",60,1.8,"3,275",58,1.3,"4,563",55,1.3,"4,280",232,1.2,"19,800",23,0.6,"3,911",24,0.6,"3,911",0,0.0,0,74,1.1,"6,912",76,1.1,"7,096",24,0.9,"2,670",97,1.4,"6,945",102,1.4,"7,132",26,1.0,"2,670",0,0.0,0,0,0.0,0,0,0.0,0,4,0.1,"3,755",4,0.1,"3,755",0,0.0,0
旅行中,娯楽等サービス費・その他,舞台・音楽鑑賞,370,2.9,"12,974",370,2.8,"12,998",364,2.9,"12,700",546,4.0,"13,628",559,4.1,"13,708",438,3.4,"12,795",71,1.0,"6,927",72,1.0,"6,927",0,0.0,0,91,0.8,"11,980",96,0.8,"12,176",19,0.3,"5,500",319,3.3,"9,561",333,3.5,"9,584",46,0.6,"7,137",423,4.4,"9,646",447,4.6,"9,671",49,0.7,"7,137",0,0.0,0,0,0.0,0,0,0.0,0,9,0.4,"2,430",9,0.4,"2,430",0,0.0,0
旅行中,娯楽等サービス費・その他,展示会・コンベンション参加費,52,0.6,"9,016",56,0.6,"9,101",3,0.1,"2,840",52,0.6,"8,131",58,0.7,"8,238",3,0.1,"2,840",15,0.2,"6,063",15,0.2,"6,063",0,0.0,0,126,0.9,"13,373",134,1.0,"13,373",0,0.0,0,33,0.5,"7,338",35,0.5,"7,338",0,0.0,0,14,0.4,"3,771",15,0.4,"3,771",0,0.0,0,49,0.3,"17,816",49,0.3,"17,816",0,0.0,0,150,1.3,"11,698",153,1.3,"11,698",0,0.0,0
旅行中,娯楽等サービス費・その他,レンタル料,88,1.4,"6,370",85,1.3,"6,460",125,2.2,"5,727",124,2.0,"6,095",121,2.0,"6,151",151,2.6,"5,727",40,0.4,"10,552",41,0.4,"10,552",0,0.0,0,3,0.1,"2,884",3,0.1,"2,884",0,0.0,0,38,0.6,"6,108",36,0.6,"6,271",67,1.4,"4,784",49,0.8,"6,136",48,0.8,"6,306",71,1.5,"4,784",5,0.1,"5,000",5,0.1,"5,000",0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
旅行中,娯楽等サービス費・その他,その他娯楽等サービス費,324,6.3,"5,173",303,5.9,"5,086",575,9.9,"5,784",390,8.1,"4,794",379,7.9,"4,821",483,10.5,"4,614",194,3.4,"5,730",197,3.4,"5,776",40,2.1,"1,947",255,2.8,"9,222",162,2.2,"7,295","1,583",10.6,"14,985",133,4.4,"3,026",139,4.5,"3,068",24,2.0,"1,181",170,5.6,"3,046",179,5.8,"3,092",23,2.1,"1,090",33,1.1,"3,138",34,1.1,"3,138",0,0.0,0,7,0.6,"1,272",6,0.5,"1,122",50,1.2,"4,318"
旅行中,娯楽等サービス費・その他,その他　,241,4.6,"5,270",237,4.4,"5,355",295,6.5,"4,571",233,4.0,"5,791",225,3.7,"6,048",303,6.7,"4,543",280,6.0,"4,703",275,5.9,"4,665",495,8.2,"6,033",206,4.6,"4,473",212,4.7,"4,552",115,3.7,"3,079",93,1.4,"6,721",94,1.3,"7,188",71,2.8,"2,494",89,1.4,"6,185",90,1.3,"6,720",75,3.0,"2,508",159,1.6,"10,172",160,1.6,"10,172",0,0.0,0,34,0.8,"4,373",35,0.8,"4,416",1,0.5,220
